phi,T (K),H2,H,O,O2,OH,H2O,HO2,H2O2,C,CH,CH2,CH2(S),CH3,CH4,CO,CO2,HCO,CH2O,CH2OH,CH3O,CH3OH,C2H,C2H2,C2H3,C2H4,C2H5,C2H6,HCCO,CH2CO,HCCOH,N,NH,NH2,NH3,NNH,NO,NO2,N2O,HNO,CN,HCN,H2CN,HCNN,HCNO,HOCN,HNCO,NCO,N2,AR,C3H7,C3H8,CH2CHO,CH3CHO,C(gr)
0.953061224489796,2193.4088611617058,0.00250745438743995,0.0002805445114040417,0.0002782713853189358,0.010834450060007937,0.0035663367060913983,0.23109405372528657,9.388838911269387e-07,7.82992661234496e-08,5.4487303991542266e-18,7.365489200888456e-19,2.0580847392025792e-18,1.2115898463484656e-19,1.2803764794492292e-17,6.002749464303068e-18,0.006350507689686046,0.11141225150129111,4.028569932873527e-10,6.0991018503929685e-12,1.426104034187963e-17,2.2242298243537283e-19,1.1391365040938105e-18,3.3541838859312897e-25,8.837598954316477e-23,5.1398654223269095e-28,5.284738764405668e-28,4.40621967696772e-33,3.0377809856430318e-34,9.929662314198691e-21,1.2699758478193994e-20,1.1209293341985485e-23,9.95599348094739e-09,1.469987590120602e-09,5.418014251356267e-10,1.514126661528537e-09,4.924936768672067e-10,0.0026643795957227152,7.574223866695966e-07,1.3588285925403107e-07,3.792206037025598e-08,2.001273304649286e-14,5.869635238591647e-12,1.2310791655937117e-18,2.942496304977266e-22,4.4421876642882686e-17,5.729753797219193e-13,2.1205363050931565e-10,8.57831420150482e-12,0.6955605515377434,0.0,5.366945310677804e-49,3.497864777610706e-50,4.042416174060273e-26,7.54165890402959e-27,0.0
1.0183673469387755,2227.0671542603995,0.005283175826128621,0.0004936870868766338,0.00021263326631182448,0.004108795736280457,0.0032866386835718533,0.24247610748403894,5.185432331458504e-07,5.524520002954239e-08,3.6536624466122324e-17,6.442732601123688e-18,2.184104610148494e-17,1.3256092385756147e-18,1.601842111521738e-16,9.049491865513226e-17,0.013062411892736709,0.11176248099698248,1.3580734172605246e-09,2.6196620983338264e-11,9.580759202160044e-17,1.532950924814083e-18,9.43937863204261e-18,1.0505834539608157e-23,3.020830587464145e-21,2.678217214916849e-26,3.239569412326701e-26,4.117651976386059e-31,3.469288114283605e-32,1.3774766690410765e-19,2.1140289013709904e-19,2.0834818765194834e-22,1.4829572818888693e-08,2.8579653203940466e-09,1.3235409898064294e-09,4.377164855705436e-09,8.685655568187867e-10,0.0017633195488794963,2.937448797738946e-07,8.915911506394153e-08,3.676604611056226e-08,1.0522457082926942e-13,3.46548167952964e-11,1.1540405046734517e-17,2.280921317688113e-21,1.669677296610485e-16,1.8380459502519637e-12,6.256036310388182e-10,2.158536433327446e-11,0.6904328617951287,0.0,3.793603418656974e-46,3.0176635195996897e-47,1.0294020954013979e-24,2.3685282976655397e-25,0.0
1.0836734693877552,2222.6661184685963,0.010484390891773197,0.000682339025393993,0.00010640606346665119,0.0010753203055872652,0.0023592800594171583,0.25154436880341285,1.899896855158369e-07,2.8820662289144525e-08,1.2076170789081856e-16,3.0238807928553665e-17,1.4693607899020513e-16,8.883021849933056e-18,1.550383690701635e-15,1.2565358273030669e-15,0.024025768381447387,0.10774909228758445,3.4441353873882235e-09,9.462671124953593e-11,4.800538068989504e-16,7.65566692599186e-18,6.764923868566555e-17,1.7468200865861617e-22,7.29852988985386e-20,9.005719060984402e-25,1.5676192908534975e-24,2.77308272560982e-29,3.3458083661181275e-30,1.2155427052302673e-18,2.6777398234172085e-18,2.6017434630223976e-21,1.4109514819752747e-08,3.861019826717506e-09,2.551388625677264e-09,1.2133428395954726e-08,1.1764996697944586e-09,0.0008900288682067004,7.589588739092517e-08,4.4606403076201104e-08,2.5960176741346617e-08,3.553272285560826e-13,1.6942074181466266e-10,7.810969260697506e-17,1.0659467721381761e-20,4.133973019269898e-16,4.6448757690932235e-12,1.5981122345772602e-09,3.8299591699996407e-11,0.6853797674075297,0.0,1.77482721086814e-43,2.0220602145710703e-44,1.813874942467647e-23,5.9694780680890486e-24,0.0
1.1489795918367347,2190.86588247931,0.018050173924283826,0.0007534110136311699,4.310539722847785e-05,0.00026041888037383427,0.0014799991850252296,0.25806366465189223,5.958894173814145e-08,1.3254690423668924e-08,1.9825029357662323e-16,7.136438778745497e-17,5.339754343574866e-16,3.1361450893592615e-17,8.915283078131913e-15,1.1198489419498508e-14,0.037202927165175335,0.10141238663701324,6.17545055879491e-09,2.4942047673594196e-10,1.5315254590005042e-15,2.3839784319567143e-17,3.2717426430782743e-16,1.2024272212630598e-21,8.553018088341541e-19,1.3088821183719632e-23,3.6122777939479375e-23,7.924777980340886e-28,1.4622337048918198e-28,5.571924955317963e-18,1.909918881669666e-17,1.671556245384445e-20,9.697407238117278e-09,3.81262810468614e-09,3.75286659145372e-09,2.8138181522611952e-08,1.252479500828213e-09,0.0004061249226092741,1.7687442642785868e-08,2.017089774628083e-08,1.5256351872857927e-08,7.22010470531364e-13,5.70440032534791e-10,3.138279101763053e-16,2.725472109803015e-20,6.571959662774002e-16,8.58058336479003e-12,3.196106773077009e-09,4.815675943220043e-11,0.6802183838174941,0.0,2.490889359724774e-41,4.34522916536344e-42,1.599219921745334e-22,7.979373836306565e-23,0.0
1.2142857142857144,2149.7755918943544,0.027164449940404744,0.0007326960109044183,1.734874791444216e-05,7.120175632761187e-05,0.0009133503610197787,0.2627100849066303,1.9678926126899786e-08,6.2411333382304215e-09,2.1426268374761125e-16,1.0709926475238874e-16,1.2195472752844898e-15,6.891289271844959e-17,3.2144484951977685e-14,6.201516496727227e-14,0.05022715893918805,0.09512166249545934,8.671820233087425e-09,5.011316447014774e-10,3.395441196017904e-15,5.1179685463605796e-17,1.081341811754947e-15,4.219131112516853e-21,5.223851655643575e-18,9.112467924388155e-23,3.980680585568521e-22,9.955012793524666e-27,2.7706777345180886e-27,1.5340059610434026e-17,8.116984309450849e-17,6.179040846211405e-20,5.872774607546644e-09,3.203306707801712e-09,4.591314815137367e-09,5.4078497378606336e-08,1.167131610596101e-09,0.0001921994160689285,4.608555239910335e-09,9.4627105674607e-09,8.658521866263884e-09,1.0407582482495664e-12,1.380539565124353e-09,8.223199170875838e-16,4.5809694239863027e-20,7.884232186967344e-16,1.2578573765118045e-11,5.210078304337698e-09,4.938980106070959e-11,0.6750064450331381,0.0,1.0730639793995062e-39,2.828213177723449e-40,7.713735879190188e-22,5.738778553573532e-22,0.0
1.279591836734694,2106.7616532877023,0.037343249131676554,0.0006668451642383906,7.252637179573996e-06,2.2024291401050447e-05,0.0005710071055591205,0.2659934491192021,7.02216800056627e-09,3.0775904401300293e-09,1.8531319328224114e-16,1.243707084446754e-16,2.100605510954747e-15,1.1381277720931076e-16,8.549650953859311e-14,2.4728309498698363e-13,0.06237777751011533,0.08960009502737586,1.0557922422241437e-08,8.464747020413675e-10,5.9960252430515836e-15,8.728450390704369e-17,2.7703384181351492e-15,9.829377499064596e-21,2.0898857176460968e-17,3.9482434807977556e-22,2.6710063790903247e-21,7.235238263019166e-26,2.9591811300796364e-26,3.0932126039698246e-17,2.466503601660438e-16,1.6133710229658143e-19,3.4014179855905454e-09,2.488329560816065e-09,5.042990035639254e-09,9.122265425143068e-08,1.0158294277402875e-09,9.592690534171383e-05,1.3541582211374738e-09,4.683998171781074e-09,4.9480061911877564e-09,1.2327180825759486e-12,2.699922382138024e-09,1.6469565834167953e-15,6.030748345489242e-20,8.097295530741259e-16,1.6065028298400664e-11,7.470656242445426e-09,4.553155469905119e-11,0.669818172808299,0.0,2.0948463507531042e-38,8.128289215034508e-39,2.526875045280943e-21,2.7280417420274847e-21,0.0
1.3448979591836736,2063.995368070087,0.04832366090276967,0.0005834521817141454,3.1420498161948456e-06,7.470285118260496e-06,0.00036211548745359695,0.2682131320115673,2.6653761267894962e-09,1.5759973240035653e-09,1.405279169468513e-16,1.2350264657041997e-16,3.027605746309422e-15,1.5705272548707084e-16,1.8653418649396219e-13,7.923329522127855e-13,0.07357880148826972,0.08492607763080126,1.1775240992839682e-08,1.2790970233675627e-09,9.15635736081712e-15,1.2859414850319577e-16,6.003202360409146e-15,1.7705554283698274e-20,6.36052663442752e-17,1.2594733359024145e-21,1.2936569382650122e-20,3.67378299639811e-25,2.1607866948184608e-25,5.13104245847761e-17,6.039098567836315e-16,3.376641699385067e-19,1.9320222955281537e-09,1.8484335005486022e-09,5.175714360717644e-09,1.4091104368483713e-07,8.493830474395208e-10,4.9949190382558885e-05,4.357910027384574e-10,2.4202160944979624e-09,2.8617455966481564e-09,1.2951806054640073e-12,4.602429228323722e-09,2.777213690970706e-15,6.827758822915901e-20,7.578396823651454e-16,1.883892093378109e-11,9.877782312236767e-09,3.9479611183825023e-11,0.664685348155655,0.0,2.4320108517086697e-37,1.3596123438435035e-37,6.454515676323435e-21,9.8914034089458e-21,0.0
1.410204081632653,2022.156728287935,0.05992139767465465,0.0004971549655390182,1.3995297527732604e-06,2.7100116835549154e-06,0.00023227154005744035,0.2695779824821732,1.0592087745575363e-09,8.301098272230133e-10,9.774593235297115e-17,1.1044770450655184e-16,3.865418381679851e-15,1.9181515651747795e-16,3.5500554037540367e-13,2.180226908374344e-12,0.08390727694053747,0.08102490244436909,1.2388763517424404e-08,1.7916640745017215e-09,1.266262454109647e-14,1.7148900024719566e-16,1.1586477713393887e-14,2.6808452997103164e-20,1.6056196526163e-16,3.2576570978115863e-21,5.0032232182416985e-20,1.4563201754715942e-24,1.2118318182648705e-24,7.465535327604341e-17,1.276566876247366e-15,6.083903681303646e-19,1.0854842412288466e-09,1.3333035080907758e-09,5.069765223888622e-09,2.0453017758319243e-07,6.91485828365804e-10,2.6842139532823895e-05,1.4992000719093466e-10,1.291312022840961e-09,1.6724074938197823e-09,1.2564272164445207e-12,7.142610819542023e-09,4.163674817663484e-15,6.985757765621135e-20,6.672951000623414e-16,2.0869799332948334e-11,1.2368727341823589e-08,3.2921679480875266e-11,0.6596198381507091,0.0,1.9721857531745235e-36,1.562902755909747e-36,1.3915095738964243e-20,2.977211735629466e-20,0.0
1.4755102040816328,1981.464402405111,0.07199193574428768,0.0004155017896412896,6.365129116132558e-07,1.0334073939809552e-06,0.0001502575003157741,0.2702488928504707,4.355488381611193e-10,4.464797623532372e-10,6.392943553449357e-17,9.161639193916587e-17,4.520830758647695e-15,2.1448487166703588e-16,6.118134176260319e-13,5.369684039188128e-12,0.09346944549850678,0.07779259505937514,1.250583472714227e-08,2.376701092593713e-09,1.630264982700379e-14,2.128451090227355e-16,2.056140623677658e-14,3.583933829916055e-20,3.5423869633060334e-16,7.24229266359944e-21,1.644148248914425e-19,4.824513261986174e-24,5.610777140878584e-24,9.894049798855174e-17,2.4289446965231744e-15,9.847988872346022e-19,6.052634353770019e-10,9.413802007333644e-10,4.798585200215921e-09,2.835212506397892e-07,5.521003199202021e-10,1.4767888575188848e-05,5.419919578910819e-11,7.057593733062298e-10,9.851911379743944e-10,1.1513667868118313e-12,1.0360341799795492e-08,5.733804809328534e-15,6.64682626937951e-20,5.627911457488516e-16,2.2206383954428814e-11,1.4902478465279195e-08,2.6724057620706104e-11,0.6546257710860358,0.0,1.2332254052842248e-35,1.3686026544083468e-35,2.6557096892619952e-20,7.83535053091999e-20,0.0
1.5408163265306125,1941.9730378889897,0.08441925895173628,0.0003420780857211599,2.940158314144408e-07,4.092181546038599e-07,9.780491465229765e-05,0.2703536171553801,1.8375417552308953e-10,2.4393041485273796e-10,3.9908765634569146e-17,7.178819632471041e-17,4.947825167713073e-15,2.2432777258580474e-16,9.782119034978796e-13,1.2163875972406557e-11,0.10236783552709895,0.07512882610923116,1.2240604255517017e-08,3.027109847352451e-09,1.9888580592807454e-14,2.5027440875951343e-16,3.425363566074661e-14,4.363690796928161e-20,7.064615935180301e-16,1.436830846514126e-20,4.78042938338985e-19,1.3961928200966304e-23,2.24866097365235e-23,1.2231710672880722e-16,4.273039867426451e-15,1.471599127431187e-18,3.3541587786643047e-10,6.536593740129555e-10,4.4234057800374266e-09,3.794199003990142e-07,4.3422062631130225e-10,8.270034433716448e-06,2.0344134913364764e-11,3.928265650783705e-10,5.837694071067231e-10,1.0108731546185003e-12,1.4284907886194181e-08,7.40587271477291e-15,5.987527251695508e-20,4.596421028899439e-16,2.2932366625489132e-11,1.7451978002281896e-08,2.1269237837966263e-11,0.6497041377872396,0.0,6.342008945462344e-35,9.76684566767843e-35,4.6265854370303993e-20,1.8649179841373797e-19,0.0
1.606122448979592,1903.6733881554894,0.09711041601020294,0.00027821289244337686,1.3737330838075243e-07,1.6680332454135662e-07,6.394205893796724e-05,0.26999419256206514,7.904469326478276e-11,1.3484749096585144e-10,2.400994481906253e-17,5.378015472635406e-17,5.140487356657016e-15,2.2262868889344077e-16,1.4752528891773547e-12,2.58249299489783e-11,0.11069231046138833,0.07294586548373753,1.1698191295724296e-08,3.736438007916111e-09,2.3267772928431192e-14,2.8216414995194863e-16,5.43383126310669e-14,4.940468913808354e-20,1.3030339669482376e-15,2.6095651398078266e-20,1.2643589923754621e-18,3.6384170507200905e-23,8.059690549702517e-23,1.4331688479994248e-16,7.0775074378399195e-15,2.0675498447867353e-18,1.848411239712855e-10,4.476963375235453e-10,3.992318714375708e-09,4.939021732159211e-07,3.3736260400644724e-10,4.6938048439512025e-06,7.859577184545407e-12,2.2171747358875792e-10,3.47337087985239e-10,8.582650336616693e-13,1.89384169977234e-08,9.099484408475594e-15,5.16736223397393e-20,3.661232835679626e-16,2.314315857751281e-11,1.9999513139877116e-08,1.667239228824705e-11,0.6448545798143446,0.0,2.803346486926565e-34,5.950184253218189e-34,7.511778064694859e-20,4.107988427092551e-19,0.0
1.6714285714285715,1866.5306421625448,0.10999139743738733,0.0002239639902849714,6.471981465714701e-08,6.95317774931908e-08,4.1927967660894407e-05,0.26925210774311514,3.450679805809139e-11,7.520781874663171e-11,1.4012438229724136e-17,3.884152812590718e-17,5.121094383729485e-15,2.1177418088870074e-16,2.123444714332075e-12,5.2085666166464176e-11,0.11851863449178292,0.07117001906954683,1.0968436767562712e-08,4.498975700822051e-09,2.6325672389160735e-14,3.0760330051268184e-16,8.292335778578225e-14,5.277246323689512e-20,2.2590755617573896e-15,4.417834470040032e-20,3.1027265380985145e-18,8.724853016290404e-23,2.6446310966901987e-22,1.609202247329982e-16,1.1179057916795395e-14,2.7664927101324897e-18,1.0131845454269905e-10,3.030637560893749e-10,3.5412284610470634e-09,6.28828244969554e-07,2.594337754473642e-10,2.6913592517232262e-06,3.1048418454171284e-12,1.2648792587007745e-10,2.0722680956190167e-10,7.092031126509371e-13,2.433843779463936e-08,1.0742508781736388e-14,4.307900412159207e-20,2.858111545228648e-16,2.293352606765107e-11,2.2533710932628825e-08,1.2910496734959384e-11,0.6400761350143465,0.0,1.0992040234287618e-33,3.199236957949488e-33,1.1534402306384948e-19,8.513194269545206e-19,0.0
